session_id,customer_id,session_date,session_duration_min,pages_viewed,device_type
SESS_021365,CUST_01353,2026-06-08,15.2,11,Mobile
SESS_021366,CUST_01353,2026-06-14,20.0,15,Mobile
SESS_021367,CUST_01353,2026-06-21,33.1,25,Mobile
SESS_021368,CUST_01353,2026-06-21,15.1,14,Mobile
SESS_021369,CUST_01353,2026-06-29,11.0,16,Mobile
SESS_021370,CUST_01353,2026-07-27,12.9,12,Mobile
SESS_021371,CUST_01353,2026-07-29,13.8,11,Mobile
SESS_021372,CUST_01353,2026-08-01,6.7,6,Mobile
SESS_021373,CUST_01353,2026-08-11,9.0,12,Mobile
SESS_021374,CUST_01353,2026-08-13,56.3,36,Mobile
SESS_021375,CUST_01353,2026-08-20,23.7,18,Mobile
SESS_021376,CUST_01353,2026-08-24,12.3,14,Mobile
SESS_021377,CUST_01354,2025-08-21,24.3,17,Mobile
SESS_021378,CUST_01354,2025-09-16,12.5,9,Mobile
SESS_021379,CUST_01354,2025-11-04,16.3,11,Mobile
SESS_021380,CUST_01354,2025-11-27,34.1,19,Mobile
SESS_021381,CUST_01354,2025-12-13,37.1,19,Mobile
SESS_021382,CUST_01354,2026-01-01,22.1,15,Mobile
SESS_021383,CUST_01354,2026-01-23,11.2,12,Mobile
SESS_021384,CUST_01354,2026-02-04,14.0,14,Mobile
SESS_021385,CUST_01354,2026-03-01,4.8,6,Mobile
SESS_021386,CUST_01354,2026-03-27,21.5,10,Mobile
SESS_021387,CUST_01354,2026-04-12,45.6,22,Mobile
SESS_021388,CUST_01354,2026-04-22,62.3,22,Mobile
SESS_021389,CUST_01354,2026-04-30,17.3,16,Mobile
SESS_021390,CUST_01354,2026-05-12,25.8,12,Mobile
SESS_021391,CUST_01354,2026-05-14,39.3,16,Mobile
SESS_021392,CUST_01354,2026-05-29,55.1,29,Mobile
SESS_021393,CUST_01354,2026-06-04,55.7,21,Mobile
SESS_021394,CUST_01354,2026-06-22,53.8,22,Mobile
SESS_021395,CUST_01354,2026-06-23,27.3,17,Mobile
SESS_021396,CUST_01354,2026-06-23,2.9,1,Mobile
SESS_021397,CUST_01354,2026-07-09,38.5,23,Mobile
SESS_021398,CUST_01354,2026-08-03,5.9,10,Mobile
SESS_021399,CUST_01354,2026-08-08,26.0,15,Mobile
SESS_021400,CUST_01354,2026-08-19,55.0,24,Mobile
SESS_021401,CUST_01354,2026-09-03,120.0,47,Mobile
SESS_021402,CUST_01355,2026-01-15,57.4,25,Mobile
SESS_021403,CUST_01355,2026-03-04,26.1,14,Mobile
SESS_021404,CUST_01355,2026-05-04,31.1,12,Mobile
SESS_021405,CUST_01355,2026-05-21,74.2,29,Mobile
SESS_021406,CUST_01355,2026-05-24,35.7,17,Mobile
SESS_021407,CUST_01355,2026-05-26,22.0,14,Mobile
SESS_021408,CUST_01355,2026-06-21,24.0,9,Mobile
SESS_021409,CUST_01355,2026-06-27,47.7,22,Mobile
SESS_021410,CUST_01355,2026-07-01,8.9,12,Mobile
SESS_021411,CUST_01355,2026-07-10,8.0,7,Mobile
SESS_021412,CUST_01355,2026-07-29,15.0,7,Mobile
SESS_021413,CUST_01355,2026-07-31,24.0,15,Mobile
SESS_021414,CUST_01355,2026-08-01,3.7,10,Mobile
SESS_021415,CUST_01355,2026-08-09,6.8,8,Tablet
SESS_021416,CUST_01355,2026-08-12,23.2,7,Mobile
SESS_021417,CUST_01355,2026-08-27,45.7,23,Mobile
SESS_021418,CUST_01355,2026-08-28,74.4,38,Mobile
SESS_021419,CUST_01355,2026-08-31,7.4,8,Mobile
SESS_021420,CUST_01355,2026-09-02,120.0,42,Desktop
SESS_021421,CUST_01356,2025-08-17,27.7,20,Tablet
SESS_021422,CUST_01356,2025-08-24,11.2,10,Tablet
SESS_021423,CUST_01356,2025-09-26,24.8,5,Mobile
SESS_021424,CUST_01356,2025-10-27,13.7,7,Tablet
SESS_021425,CUST_01356,2025-10-28,9.3,4,Tablet
SESS_021426,CUST_01356,2026-02-10,5.1,3,Tablet
SESS_021427,CUST_01356,2026-05-09,9.9,4,Tablet
SESS_021428,CUST_01356,2026-05-20,2.7,3,Tablet
SESS_021429,CUST_01356,2026-07-11,10.7,8,Mobile
SESS_021430,CUST_01357,2024-04-08,38.5,16,Mobile
SESS_021431,CUST_01357,2024-06-08,9.9,8,Desktop
SESS_021432,CUST_01357,2024-09-13,26.8,6,Mobile
SESS_021433,CUST_01357,2024-11-28,34.3,14,Mobile
SESS_021434,CUST_01357,2025-04-28,20.9,16,Mobile
SESS_021435,CUST_01357,2025-06-28,17.4,9,Mobile
SESS_021436,CUST_01357,2025-07-10,52.8,14,Mobile
SESS_021437,CUST_01357,2025-07-19,23.0,4,Mobile
SESS_021438,CUST_01357,2025-09-03,7.5,10,Mobile
SESS_021439,CUST_01357,2025-09-26,7.2,8,Mobile
SESS_021440,CUST_01357,2025-10-28,57.4,20,Mobile
SESS_021441,CUST_01357,2025-11-08,8.3,6,Mobile
SESS_021442,CUST_01357,2025-11-17,10.8,15,Mobile
SESS_021443,CUST_01357,2025-11-20,7.8,5,Mobile
SESS_021444,CUST_01357,2025-12-12,7.3,11,Mobile
SESS_021445,CUST_01357,2025-12-22,28.3,7,Mobile
SESS_021446,CUST_01357,2026-01-05,20.3,13,Mobile
SESS_021447,CUST_01357,2026-01-16,23.7,16,Mobile
SESS_021448,CUST_01357,2026-01-23,10.0,9,Mobile
SESS_021449,CUST_01357,2026-03-05,0.6,3,Mobile
SESS_021450,CUST_01357,2026-03-31,56.2,21,Mobile
SESS_021451,CUST_01357,2026-04-13,5.1,5,Mobile
SESS_021452,CUST_01357,2026-04-23,41.4,16,Mobile
SESS_021453,CUST_01357,2026-06-08,11.6,5,Mobile
SESS_021454,CUST_01357,2026-06-12,22.6,13,Mobile
SESS_021455,CUST_01357,2026-06-15,24.0,8,Mobile
SESS_021456,CUST_01357,2026-07-21,10.1,11,Mobile
SESS_021457,CUST_01357,2026-08-27,4.5,4,Tablet
SESS_021458,CUST_01358,2026-02-18,120.0,41,Mobile
SESS_021459,CUST_01358,2026-02-22,45.7,23,Mobile
SESS_021460,CUST_01358,2026-04-01,61.8,33,Mobile
SESS_021461,CUST_01358,2026-04-06,52.5,23,Desktop
SESS_021462,CUST_01358,2026-04-09,40.1,24,Mobile
SESS_021463,CUST_01358,2026-04-09,38.4,15,Mobile
SESS_021464,CUST_01358,2026-05-04,21.5,10,Mobile
SESS_021465,CUST_01358,2026-05-14,34.6,16,Mobile
SESS_021466,CUST_01358,2026-05-25,25.6,27,Mobile
SESS_021467,CUST_01358,2026-06-15,27.2,24,Mobile
SESS_021468,CUST_01358,2026-06-22,40.8,29,Mobile
SESS_021469,CUST_01358,2026-06-29,65.6,34,Mobile
SESS_021470,CUST_01358,2026-07-04,54.3,24,Mobile
SESS_021471,CUST_01358,2026-07-15,60.0,27,Mobile
SESS_021472,CUST_01358,2026-07-15,54.5,30,Mobile
SESS_021473,CUST_01358,2026-07-19,46.8,29,Mobile
SESS_021474,CUST_01358,2026-07-23,53.6,32,Desktop
SESS_021475,CUST_01358,2026-08-11,26.3,11,Mobile
SESS_021476,CUST_01358,2026-08-13,94.9,39,Mobile
SESS_021477,CUST_01358,2026-08-17,32.2,15,Mobile
SESS_021478,CUST_01358,2026-08-25,49.1,29,Mobile
SESS_021479,CUST_01358,2026-08-29,66.0,38,Mobile
SESS_021480,CUST_01358,2026-09-02,42.3,32,Mobile
SESS_021481,CUST_01358,2026-09-02,25.3,20,Mobile
SESS_021482,CUST_01359,2026-05-27,9.9,13,Mobile
SESS_021483,CUST_01359,2026-06-16,8.5,3,Mobile
SESS_021484,CUST_01359,2026-08-23,38.5,18,Mobile
SESS_021485,CUST_01359,2026-08-25,30.6,17,Mobile
SESS_021486,CUST_01359,2026-08-30,14.4,11,Mobile
SESS_021487,CUST_01359,2026-08-30,24.4,14,Mobile
SESS_021488,CUST_01360,2025-10-17,6.0,5,Mobile
SESS_021489,CUST_01360,2025-12-31,16.8,15,Desktop
SESS_021490,CUST_01360,2026-01-21,20.2,17,Mobile
SESS_021491,CUST_01360,2026-02-22,11.2,7,Mobile
SESS_021492,CUST_01360,2026-03-22,17.8,10,Mobile
SESS_021493,CUST_01360,2026-03-30,9.1,7,Mobile
SESS_021494,CUST_01360,2026-04-01,37.7,15,Mobile
SESS_021495,CUST_01360,2026-04-17,12.4,10,Mobile
SESS_021496,CUST_01360,2026-06-02,20.3,16,Mobile
SESS_021497,CUST_01360,2026-06-06,3.4,3,Mobile
SESS_021498,CUST_01360,2026-07-03,4.9,16,Desktop
SESS_021499,CUST_01360,2026-07-20,9.1,3,Desktop
SESS_021500,CUST_01360,2026-08-16,2.2,5,Mobile
SESS_021501,CUST_01361,2024-04-20,17.7,8,Mobile
SESS_021502,CUST_01361,2024-09-13,3.4,6,Mobile
SESS_021503,CUST_01361,2024-09-17,4.9,5,Mobile
SESS_021504,CUST_01361,2024-09-19,15.9,7,Mobile
SESS_021505,CUST_01361,2024-09-24,50.8,20,Mobile
SESS_021506,CUST_01361,2024-10-08,2.6,3,Mobile
SESS_021507,CUST_01361,2025-02-09,17.5,6,Mobile
SESS_021508,CUST_01361,2025-05-17,10.7,11,Mobile
SESS_021509,CUST_01361,2025-08-08,89.6,38,Mobile
SESS_021510,CUST_01361,2025-08-14,15.1,6,Mobile
SESS_021511,CUST_01361,2025-08-22,5.8,4,Mobile
SESS_021512,CUST_01361,2025-09-21,9.1,6,Mobile
SESS_021513,CUST_01361,2025-10-20,9.3,5,Mobile
SESS_021514,CUST_01361,2025-12-05,14.4,9,Mobile
SESS_021515,CUST_01361,2026-01-20,11.3,3,Mobile
SESS_021516,CUST_01361,2026-03-12,33.7,17,Mobile
SESS_021517,CUST_01361,2026-04-20,8.9,6,Mobile
SESS_021518,CUST_01361,2026-05-10,16.7,12,Mobile
SESS_021519,CUST_01361,2026-05-16,52.5,28,Mobile
SESS_021520,CUST_01361,2026-06-20,18.5,11,Mobile
SESS_021521,CUST_01361,2026-06-28,2.3,10,Mobile
SESS_021522,CUST_01361,2026-07-26,51.9,27,Mobile
SESS_021523,CUST_01361,2026-08-05,9.3,10,Mobile
SESS_021524,CUST_01362,2026-08-03,41.2,14,Mobile
SESS_021525,CUST_01362,2026-08-06,25.3,12,Mobile
SESS_021526,CUST_01362,2026-09-01,41.4,16,Mobile
SESS_021527,CUST_01362,2026-09-03,2.9,8,Mobile
SESS_021528,CUST_01362,2026-09-03,13.4,16,Mobile
SESS_021529,CUST_01363,2025-12-04,6.8,7,Mobile
SESS_021530,CUST_01363,2026-01-12,8.7,6,Desktop
SESS_021531,CUST_01363,2026-02-13,21.3,8,Desktop
SESS_021532,CUST_01363,2026-02-21,9.2,6,Mobile
SESS_021533,CUST_01363,2026-02-24,19.9,17,Mobile
SESS_021534,CUST_01363,2026-03-06,8.3,7,Mobile
SESS_021535,CUST_01363,2026-03-12,31.3,14,Mobile
SESS_021536,CUST_01363,2026-03-15,6.5,4,Mobile
SESS_021537,CUST_01363,2026-05-12,19.0,14,Mobile
SESS_021538,CUST_01363,2026-05-25,16.2,8,Mobile
SESS_021539,CUST_01363,2026-06-20,27.9,10,Mobile
SESS_021540,CUST_01363,2026-06-21,18.5,7,Mobile
SESS_021541,CUST_01363,2026-06-30,49.5,28,Mobile
SESS_021542,CUST_01363,2026-07-05,16.9,11,Mobile
SESS_021543,CUST_01363,2026-07-07,25.2,17,Mobile
SESS_021544,CUST_01363,2026-07-14,20.9,10,Mobile
SESS_021545,CUST_01363,2026-07-19,12.9,11,Mobile
SESS_021546,CUST_01363,2026-07-21,16.0,7,Mobile
SESS_021547,CUST_01363,2026-08-12,23.6,10,Mobile
SESS_021548,CUST_01363,2026-08-24,20.4,10,Mobile
SESS_021549,CUST_01363,2026-08-29,4.7,4,Mobile
SESS_021550,CUST_01364,2025-08-10,59.7,29,Mobile
SESS_021551,CUST_01364,2025-08-25,29.4,22,Desktop
SESS_021552,CUST_01364,2025-09-01,40.0,24,Desktop
SESS_021553,CUST_01364,2025-09-12,51.4,32,Desktop
SESS_021554,CUST_01364,2025-10-15,26.5,19,Desktop
SESS_021555,CUST_01364,2025-10-27,40.4,19,Desktop
SESS_021556,CUST_01364,2025-11-10,64.6,42,Desktop
SESS_021557,CUST_01364,2025-11-24,78.1,31,Mobile
SESS_021558,CUST_01364,2025-12-11,110.5,52,Desktop
SESS_021559,CUST_01364,2025-12-15,66.7,39,Desktop
SESS_021560,CUST_01364,2025-12-28,15.4,13,Desktop
SESS_021561,CUST_01364,2026-01-10,32.7,20,Tablet
SESS_021562,CUST_01364,2026-01-12,65.9,31,Tablet
SESS_021563,CUST_01364,2026-01-13,31.6,14,Desktop
SESS_021564,CUST_01364,2026-01-18,72.2,26,Desktop
SESS_021565,CUST_01364,2026-01-25,56.6,20,Desktop
SESS_021566,CUST_01364,2026-02-02,38.1,33,Desktop
SESS_021567,CUST_01364,2026-02-16,53.2,26,Desktop
SESS_021568,CUST_01364,2026-03-12,14.3,20,Desktop
SESS_021569,CUST_01364,2026-03-25,90.8,46,Desktop
SESS_021570,CUST_01364,2026-03-27,29.3,17,Mobile
SESS_021571,CUST_01364,2026-04-06,4.1,9,Desktop
SESS_021572,CUST_01364,2026-04-21,93.7,50,Mobile
SESS_021573,CUST_01364,2026-04-26,33.7,18,Desktop
SESS_021574,CUST_01364,2026-05-09,59.0,32,Desktop
SESS_021575,CUST_01364,2026-05-17,41.0,23,Desktop
SESS_021576,CUST_01364,2026-05-23,14.6,17,Desktop
SESS_021577,CUST_01364,2026-05-24,45.1,36,Tablet
SESS_021578,CUST_01364,2026-05-27,40.2,27,Desktop
SESS_021579,CUST_01364,2026-05-28,102.7,50,Desktop
SESS_021580,CUST_01364,2026-05-31,32.4,27,Desktop
SESS_021581,CUST_01364,2026-06-15,25.3,17,Desktop
SESS_021582,CUST_01364,2026-06-22,21.4,22,Desktop
SESS_021583,CUST_01364,2026-06-22,52.6,23,Mobile
SESS_021584,CUST_01364,2026-06-23,55.9,19,Desktop
SESS_021585,CUST_01364,2026-07-09,12.4,16,Desktop
SESS_021586,CUST_01364,2026-07-12,33.4,19,Desktop
SESS_021587,CUST_01364,2026-07-15,31.5,23,Desktop
SESS_021588,CUST_01364,2026-07-16,79.5,43,Desktop
SESS_021589,CUST_01364,2026-07-24,28.3,22,Desktop
SESS_021590,CUST_01364,2026-08-13,17.8,14,Mobile
SESS_021591,CUST_01364,2026-08-20,48.2,26,Desktop
SESS_021592,CUST_01364,2026-08-29,102.4,51,Desktop
SESS_021593,CUST_01364,2026-08-29,32.3,20,Desktop
SESS_021594,CUST_01365,2025-04-11,43.4,17,Mobile
SESS_021595,CUST_01365,2025-05-20,6.8,11,Mobile
SESS_021596,CUST_01365,2025-09-18,91.7,45,Tablet
SESS_021597,CUST_01365,2025-10-13,18.5,9,Mobile
SESS_021598,CUST_01365,2025-11-15,41.2,26,Mobile
SESS_021599,CUST_01365,2025-12-28,46.6,20,Mobile
SESS_021600,CUST_01365,2026-01-17,37.1,18,Mobile
SESS_021601,CUST_01365,2026-01-26,32.8,18,Mobile
SESS_021602,CUST_01365,2026-02-03,22.4,14,Mobile
SESS_021603,CUST_01365,2026-02-03,26.3,16,Mobile
SESS_021604,CUST_01365,2026-02-28,11.1,13,Mobile
SESS_021605,CUST_01365,2026-03-09,31.1,16,Mobile
SESS_021606,CUST_01365,2026-03-11,40.4,26,Mobile
SESS_021607,CUST_01365,2026-04-16,20.4,12,Mobile
SESS_021608,CUST_01365,2026-04-26,6.3,7,Mobile
SESS_021609,CUST_01365,2026-05-06,10.8,11,Mobile
SESS_021610,CUST_01365,2026-05-15,18.7,10,Mobile
SESS_021611,CUST_01365,2026-05-17,5.3,7,Mobile
SESS_021612,CUST_01365,2026-05-19,12.6,9,Mobile
SESS_021613,CUST_01365,2026-05-20,18.5,10,Mobile
SESS_021614,CUST_01365,2026-05-30,33.0,16,Desktop
SESS_021615,CUST_01365,2026-06-24,56.9,16,Mobile
SESS_021616,CUST_01365,2026-06-30,54.7,23,Desktop
SESS_021617,CUST_01365,2026-06-30,20.6,16,Mobile
SESS_021618,CUST_01365,2026-07-08,36.9,15,Mobile
SESS_021619,CUST_01365,2026-07-11,16.1,9,Mobile
SESS_021620,CUST_01365,2026-07-13,33.5,19,Mobile
SESS_021621,CUST_01365,2026-07-13,8.4,10,Mobile
SESS_021622,CUST_01365,2026-07-16,30.9,14,Mobile
SESS_021623,CUST_01365,2026-07-27,1.9,6,Mobile
SESS_021624,CUST_01365,2026-07-30,29.9,25,Mobile
SESS_021625,CUST_01365,2026-08-15,64.4,23,Mobile
SESS_021626,CUST_01365,2026-08-17,35.9,19,Desktop
SESS_021627,CUST_01365,2026-08-28,35.3,16,Mobile
SESS_021628,CUST_01366,2026-08-03,4.1,8,Desktop
SESS_021629,CUST_01366,2026-08-18,25.3,12,Desktop
SESS_021630,CUST_01366,2026-08-22,17.7,10,Mobile
SESS_021631,CUST_01367,2025-07-01,35.6,27,Mobile
SESS_021632,CUST_01367,2025-07-02,24.7,13,Mobile
SESS_021633,CUST_01367,2025-10-06,73.4,31,Mobile
SESS_021634,CUST_01367,2025-10-31,19.5,10,Mobile
SESS_021635,CUST_01367,2025-12-01,27.4,20,Mobile
SESS_021636,CUST_01367,2025-12-03,31.7,17,Mobile
SESS_021637,CUST_01367,2025-12-24,46.4,18,Mobile
SESS_021638,CUST_01367,2025-12-30,60.4,24,Desktop
SESS_021639,CUST_01367,2026-01-02,56.9,25,Mobile
SESS_021640,CUST_01367,2026-01-02,29.8,14,Mobile
SESS_021641,CUST_01367,2026-01-02,19.0,8,Mobile
SESS_021642,CUST_01367,2026-01-24,9.4,8,Mobile
SESS_021643,CUST_01367,2026-01-31,15.7,12,Mobile
SESS_021644,CUST_01367,2026-02-01,1.8,8,Mobile
SESS_021645,CUST_01367,2026-02-04,47.5,21,Mobile
SESS_021646,CUST_01367,2026-02-10,17.1,9,Mobile
SESS_021647,CUST_01367,2026-02-22,25.2,21,Mobile
SESS_021648,CUST_01367,2026-03-15,105.1,32,Mobile
SESS_021649,CUST_01367,2026-03-20,9.7,11,Mobile
SESS_021650,CUST_01367,2026-04-12,83.7,53,Mobile
SESS_021651,CUST_01367,2026-04-18,15.6,13,Mobile
SESS_021652,CUST_01367,2026-04-21,24.2,10,Mobile
SESS_021653,CUST_01367,2026-04-22,16.7,10,Mobile
SESS_021654,CUST_01367,2026-04-25,36.7,23,Mobile
SESS_021655,CUST_01367,2026-04-30,41.2,20,Mobile
SESS_021656,CUST_01367,2026-05-17,27.9,16,Mobile
SESS_021657,CUST_01367,2026-05-21,25.3,14,Mobile
SESS_021658,CUST_01367,2026-05-24,20.6,12,Mobile
SESS_021659,CUST_01367,2026-06-08,8.7,10,Mobile
SESS_021660,CUST_01367,2026-06-08,36.0,21,Mobile
SESS_021661,CUST_01367,2026-06-09,17.9,7,Mobile
SESS_021662,CUST_01367,2026-06-14,41.7,14,Mobile
SESS_021663,CUST_01367,2026-06-15,0.6,5,Mobile
SESS_021664,CUST_01367,2026-06-16,17.5,13,Mobile
SESS_021665,CUST_01367,2026-07-15,1.8,6,Mobile
SESS_021666,CUST_01367,2026-07-20,3.4,3,Mobile
SESS_021667,CUST_01367,2026-07-24,30.4,11,Mobile
SESS_021668,CUST_01367,2026-07-26,10.1,12,Mobile
SESS_021669,CUST_01367,2026-07-31,21.1,13,Mobile
SESS_021670,CUST_01367,2026-08-04,45.1,20,Mobile
SESS_021671,CUST_01367,2026-08-06,16.9,8,Mobile
SESS_021672,CUST_01367,2026-08-08,31.2,11,Mobile
SESS_021673,CUST_01367,2026-08-10,17.8,13,Mobile
SESS_021674,CUST_01367,2026-08-11,11.8,10,Mobile
SESS_021675,CUST_01367,2026-08-23,3.2,7,Mobile
SESS_021676,CUST_01367,2026-08-27,21.1,24,Mobile
SESS_021677,CUST_01368,2024-11-13,4.2,4,Mobile
SESS_021678,CUST_01368,2025-01-20,16.0,3,Mobile
SESS_021679,CUST_01368,2025-02-16,4.1,1,Mobile
SESS_021680,CUST_01368,2025-04-08,2.9,6,Mobile
SESS_021681,CUST_01368,2025-10-13,18.9,9,Mobile
SESS_021682,CUST_01368,2025-12-31,26.9,12,Mobile
SESS_021683,CUST_01368,2026-03-03,10.6,4,Mobile
SESS_021684,CUST_01368,2026-04-15,24.0,11,Mobile
SESS_021685,CUST_01368,2026-05-16,1.5,3,Mobile
SESS_021686,CUST_01368,2026-06-11,1.7,2,Mobile
SESS_021687,CUST_01368,2026-06-30,10.6,7,Mobile
SESS_021688,CUST_01368,2026-07-15,2.5,7,Mobile
SESS_021689,CUST_01369,2026-07-06,2.3,3,Desktop
SESS_021690,CUST_01369,2026-07-09,48.3,17,Desktop
SESS_021691,CUST_01369,2026-08-07,46.3,16,Desktop
SESS_021692,CUST_01369,2026-08-11,15.6,11,Desktop
SESS_021693,CUST_01369,2026-08-15,32.4,14,Desktop
SESS_021694,CUST_01369,2026-08-28,29.2,15,Desktop
SESS_021695,CUST_01370,2026-07-01,9.3,3,Desktop
SESS_021696,CUST_01370,2026-07-15,22.9,13,Desktop
SESS_021697,CUST_01370,2026-07-16,13.3,11,Desktop
SESS_021698,CUST_01370,2026-08-21,21.1,12,Desktop
SESS_021699,CUST_01370,2026-08-23,23.3,12,Desktop
SESS_021700,CUST_01370,2026-08-25,1.2,4,Desktop
SESS_021701,CUST_01370,2026-09-01,44.1,23,Desktop
SESS_021702,CUST_01371,2023-05-20,14.6,9,Desktop
SESS_021703,CUST_01371,2023-05-22,10.4,7,Mobile
SESS_021704,CUST_01371,2023-06-13,38.8,24,Mobile
SESS_021705,CUST_01371,2023-11-17,53.6,23,Mobile
SESS_021706,CUST_01371,2024-02-01,44.6,19,Mobile
SESS_021707,CUST_01371,2024-02-25,9.5,8,Mobile
SESS_021708,CUST_01371,2024-06-06,8.6,8,Mobile
SESS_021709,CUST_01371,2024-09-18,18.7,11,Mobile
SESS_021710,CUST_01371,2024-09-21,8.2,6,Mobile
SESS_021711,CUST_01371,2024-10-07,10.8,8,Mobile
SESS_021712,CUST_01371,2024-11-23,42.8,23,Mobile
SESS_021713,CUST_01371,2025-01-05,19.7,15,Mobile
SESS_021714,CUST_01371,2025-06-21,11.6,4,Mobile
SESS_021715,CUST_01371,2025-07-21,42.2,16,Mobile
SESS_021716,CUST_01371,2025-07-25,10.6,10,Mobile
SESS_021717,CUST_01371,2025-07-26,20.2,11,Mobile
SESS_021718,CUST_01371,2025-08-08,22.4,15,Mobile
SESS_021719,CUST_01371,2025-08-17,13.6,6,Mobile
SESS_021720,CUST_01371,2025-08-31,7.9,9,Mobile
SESS_021721,CUST_01371,2025-09-02,12.9,9,Mobile
SESS_021722,CUST_01371,2025-09-03,61.4,19,Desktop
SESS_021723,CUST_01371,2025-10-06,20.2,14,Mobile
SESS_021724,CUST_01371,2025-10-15,8.3,12,Mobile
SESS_021725,CUST_01371,2025-11-14,37.9,18,Desktop
SESS_021726,CUST_01371,2025-12-01,16.1,3,Mobile
SESS_021727,CUST_01371,2026-01-07,7.2,7,Mobile
SESS_021728,CUST_01371,2026-01-15,2.2,7,Mobile
SESS_021729,CUST_01371,2026-01-30,34.1,19,Mobile
SESS_021730,CUST_01371,2026-02-01,3.4,6,Mobile
SESS_021731,CUST_01371,2026-02-09,16.0,5,Mobile
SESS_021732,CUST_01371,2026-02-18,18.9,9,Mobile
SESS_021733,CUST_01371,2026-03-18,13.6,19,Mobile
SESS_021734,CUST_01371,2026-04-11,60.4,28,Mobile
SESS_021735,CUST_01371,2026-05-19,0.9,8,Mobile
SESS_021736,CUST_01371,2026-08-01,46.5,18,Mobile
SESS_021737,CUST_01371,2026-08-31,84.6,23,Mobile
SESS_021738,CUST_01372,2026-08-12,1.8,4,Desktop
SESS_021739,CUST_01373,2024-11-17,10.2,10,Mobile
SESS_021740,CUST_01373,2024-12-03,14.6,7,Mobile
SESS_021741,CUST_01373,2025-01-17,21.9,14,Mobile
SESS_021742,CUST_01373,2025-03-02,36.2,14,Mobile
SESS_021743,CUST_01373,2025-04-11,5.5,6,Mobile
SESS_021744,CUST_01373,2025-06-11,27.5,9,Mobile
SESS_021745,CUST_01373,2025-06-15,27.3,20,Mobile
SESS_021746,CUST_01373,2025-10-22,7.4,9,Mobile
SESS_021747,CUST_01373,2025-11-25,8.5,5,Mobile
SESS_021748,CUST_01373,2025-12-04,33.2,12,Mobile
SESS_021749,CUST_01373,2025-12-08,14.2,13,Mobile
SESS_021750,CUST_01373,2025-12-09,20.0,9,Mobile
SESS_021751,CUST_01373,2025-12-20,9.7,7,Mobile
SESS_021752,CUST_01373,2025-12-23,4.6,8,Mobile
SESS_021753,CUST_01373,2026-01-01,27.7,10,Mobile
SESS_021754,CUST_01373,2026-01-13,18.4,6,Mobile
SESS_021755,CUST_01373,2026-01-29,14.8,3,Mobile
SESS_021756,CUST_01373,2026-02-06,33.4,18,Mobile
SESS_021757,CUST_01373,2026-02-08,5.2,8,Mobile
SESS_021758,CUST_01373,2026-02-23,37.6,13,Mobile
SESS_021759,CUST_01373,2026-03-17,34.2,10,Mobile
SESS_021760,CUST_01373,2026-03-22,27.8,11,Mobile
SESS_021761,CUST_01373,2026-03-23,16.5,8,Mobile
SESS_021762,CUST_01373,2026-04-21,24.9,11,Mobile
SESS_021763,CUST_01373,2026-05-09,36.4,16,Mobile
SESS_021764,CUST_01373,2026-06-09,7.5,7,Mobile
SESS_021765,CUST_01373,2026-06-15,32.0,9,Mobile
SESS_021766,CUST_01373,2026-06-24,28.0,8,Mobile
SESS_021767,CUST_01373,2026-06-25,14.5,7,Mobile
SESS_021768,CUST_01373,2026-07-01,51.8,20,Mobile
SESS_021769,CUST_01373,2026-07-04,68.4,28,Mobile
SESS_021770,CUST_01373,2026-07-09,12.7,5,Mobile
SESS_021771,CUST_01373,2026-07-13,7.0,8,Mobile
SESS_021772,CUST_01373,2026-07-15,13.8,5,Mobile
SESS_021773,CUST_01373,2026-07-15,8.7,9,Mobile
SESS_021774,CUST_01373,2026-07-22,19.8,14,Mobile
SESS_021775,CUST_01373,2026-07-29,1.2,6,Mobile
SESS_021776,CUST_01373,2026-08-30,16.8,9,Mobile
SESS_021777,CUST_01373,2026-09-01,24.1,15,Mobile
SESS_021778,CUST_01374,2026-02-11,8.9,5,Tablet
SESS_021779,CUST_01374,2026-02-20,8.7,7,Mobile
SESS_021780,CUST_01374,2026-03-06,11.0,7,Mobile
SESS_021781,CUST_01374,2026-03-13,38.7,15,Mobile
SESS_021782,CUST_01374,2026-05-18,10.7,11,Mobile
SESS_021783,CUST_01374,2026-05-30,7.6,9,Mobile
SESS_021784,CUST_01374,2026-06-26,18.7,3,Mobile
SESS_021785,CUST_01374,2026-07-04,26.5,13,Mobile
SESS_021786,CUST_01374,2026-07-20,37.2,17,Mobile
SESS_021787,CUST_01374,2026-07-24,20.8,8,Desktop
SESS_021788,CUST_01374,2026-08-02,11.7,12,Desktop
SESS_021789,CUST_01374,2026-08-12,27.9,21,Mobile
SESS_021790,CUST_01374,2026-08-19,26.6,12,Mobile
SESS_021791,CUST_01374,2026-08-22,14.9,8,Mobile
SESS_021792,CUST_01374,2026-08-23,14.9,9,Mobile
SESS_021793,CUST_01374,2026-08-29,13.7,7,Desktop
SESS_021794,CUST_01375,2026-07-05,7.4,4,Mobile
SESS_021795,CUST_01375,2026-07-12,19.2,6,Mobile
SESS_021796,CUST_01375,2026-07-17,17.9,8,Mobile
SESS_021797,CUST_01375,2026-07-20,13.0,11,Mobile
SESS_021798,CUST_01375,2026-07-30,2.6,9,Mobile
SESS_021799,CUST_01375,2026-08-08,75.4,32,Mobile
SESS_021800,CUST_01375,2026-08-13,9.5,7,Mobile
