interaction_id,customer_id,product_id,product_name,product_category,interaction_type,interaction_date
INT_0137852,CUST_01861,PROD_0005,Men's Casual Blazer,Fashion & Apparel,wishlist,2026-06-24
INT_0137853,CUST_01861,PROD_0207,Skin Toner,Beauty & Personal Care,view,2026-06-24
INT_0137854,CUST_01861,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2026-06-26
INT_0137855,CUST_01861,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-06-27
INT_0137856,CUST_01861,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2026-06-29
INT_0137857,CUST_01861,PROD_0291,Exercise Books Pack,Books & Stationery,cart_add,2026-06-30
INT_0137858,CUST_01861,PROD_0198,Wall Clock,Home & Kitchen,view,2026-06-30
INT_0137859,CUST_01861,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2026-07-02
INT_0137860,CUST_01861,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2026-07-02
INT_0137861,CUST_01861,PROD_0039,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-07-02
INT_0137862,CUST_01861,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2026-07-03
INT_0137863,CUST_01861,PROD_0108,Wireless Earbuds,Phones & Tablets,view,2026-07-03
INT_0137864,CUST_01861,PROD_0039,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-07-03
INT_0137865,CUST_01861,PROD_0123,Electric Iron,Electronics,view,2026-07-03
INT_0137866,CUST_01861,PROD_0079,iPhone 13,Phones & Tablets,view,2026-07-03
INT_0137867,CUST_01861,PROD_0289,Kids' Storybook,Books & Stationery,cart_add,2026-07-03
INT_0137868,CUST_01861,PROD_0122,Electric Iron,Electronics,view,2026-07-04
INT_0137869,CUST_01861,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-07-04
INT_0137870,CUST_01861,PROD_0295,Canned Tuna,Groceries & Food,cart_add,2026-07-04
INT_0137871,CUST_01861,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-07-06
INT_0137872,CUST_01861,PROD_0047,Leather Sandals,Fashion & Apparel,view,2026-07-06
INT_0137873,CUST_01861,PROD_0025,Ladies Handbag,Fashion & Apparel,view,2026-07-07
INT_0137874,CUST_01861,PROD_0068,Redmi Note 12,Phones & Tablets,cart_add,2026-07-08
INT_0137875,CUST_01861,PROD_0137,43-inch LED TV,Electronics,view,2026-07-08
INT_0137876,CUST_01861,PROD_0176,Curtain Set,Home & Kitchen,view,2026-07-10
INT_0137877,CUST_01861,PROD_0069,Phone Charger (Type-C),Phones & Tablets,cart_add,2026-07-10
INT_0137878,CUST_01861,PROD_0145,Home Theater System,Electronics,view,2026-07-11
INT_0137879,CUST_01861,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2026-07-11
INT_0137880,CUST_01861,PROD_0217,Sunscreen SPF50,Beauty & Personal Care,cart_add,2026-07-12
INT_0137881,CUST_01861,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-07-12
INT_0137882,CUST_01861,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2026-07-13
INT_0137883,CUST_01861,PROD_0232,Bathroom Weighing Scale,Health & Wellness,wishlist,2026-07-13
INT_0137884,CUST_01861,PROD_0028,Men's Casual Blazer,Fashion & Apparel,cart_add,2026-07-14
INT_0137885,CUST_01861,PROD_0295,Canned Tuna,Groceries & Food,view,2026-07-14
INT_0137886,CUST_01861,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-07-15
INT_0137887,CUST_01861,PROD_0033,Ankara Print Dress,Fashion & Apparel,view,2026-07-15
INT_0137888,CUST_01861,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,cart_add,2026-07-17
INT_0137889,CUST_01861,PROD_0278,Kids' Bicycle,Baby & Kids,view,2026-07-17
INT_0137890,CUST_01861,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-07-17
INT_0137891,CUST_01861,PROD_0075,Redmi Note 12,Phones & Tablets,view,2026-07-17
INT_0137892,CUST_01861,PROD_0005,Men's Casual Blazer,Fashion & Apparel,wishlist,2026-07-17
INT_0137893,CUST_01861,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2026-07-20
INT_0137894,CUST_01861,PROD_0123,Electric Iron,Electronics,view,2026-07-20
INT_0137895,CUST_01861,PROD_0130,Rechargeable Fan,Electronics,view,2026-07-21
INT_0137896,CUST_01861,PROD_0112,Itel Vision 3,Phones & Tablets,view,2026-07-21
INT_0137897,CUST_01861,PROD_0301,Sugar (2kg),Groceries & Food,view,2026-07-22
INT_0137898,CUST_01861,PROD_0302,Milk Powder (400g),Groceries & Food,view,2026-07-23
INT_0137899,CUST_01861,PROD_0277,Feeding Bottle Set,Baby & Kids,wishlist,2026-07-23
INT_0137900,CUST_01861,PROD_0146,Home Theater System,Electronics,view,2026-07-24
INT_0137901,CUST_01861,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-07-25
INT_0137902,CUST_01861,PROD_0010,Traditional Smock (Fugu),Fashion & Apparel,view,2026-07-25
INT_0137903,CUST_01861,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-07-26
INT_0137904,CUST_01861,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2026-07-26
INT_0137905,CUST_01861,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2026-07-26
INT_0137906,CUST_01861,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2026-07-27
INT_0137907,CUST_01861,PROD_0267,Cycling Helmet,Sports & Outdoors,view,2026-07-29
INT_0137908,CUST_01861,PROD_0071,Bluetooth Headset,Phones & Tablets,view,2026-07-30
INT_0137909,CUST_01861,PROD_0121,Blender (4L),Electronics,view,2026-07-31
INT_0137910,CUST_01861,PROD_0006,Men's Casual Blazer,Fashion & Apparel,wishlist,2026-08-02
INT_0137911,CUST_01861,PROD_0200,Dining Table Set,Home & Kitchen,view,2026-08-02
INT_0137912,CUST_01861,PROD_0067,iPhone 13,Phones & Tablets,view,2026-08-02
INT_0137913,CUST_01861,PROD_0213,Deodorant Roll-on,Beauty & Personal Care,view,2026-08-04
INT_0137914,CUST_01861,PROD_0074,Phone Screen Protector,Phones & Tablets,view,2026-08-05
INT_0137915,CUST_01861,PROD_0240,Digital Thermometer,Health & Wellness,view,2026-08-05
INT_0137916,CUST_01861,PROD_0121,Blender (4L),Electronics,cart_add,2026-08-05
INT_0137917,CUST_01861,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2026-08-06
INT_0137918,CUST_01861,PROD_0299,Garri (2kg),Groceries & Food,view,2026-08-06
INT_0137919,CUST_01861,PROD_0043,Men's Formal Suit,Fashion & Apparel,cart_add,2026-08-06
INT_0137920,CUST_01861,PROD_0182,Curtain Set,Home & Kitchen,view,2026-08-07
INT_0137921,CUST_01861,PROD_0256,Camping Tent,Sports & Outdoors,view,2026-08-07
INT_0137922,CUST_01861,PROD_0277,Feeding Bottle Set,Baby & Kids,view,2026-08-07
INT_0137923,CUST_01861,PROD_0062,Kente Print Shirt,Fashion & Apparel,view,2026-08-07
INT_0137924,CUST_01861,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-08-09
INT_0137925,CUST_01861,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2026-08-09
INT_0137926,CUST_01861,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,wishlist,2026-08-09
INT_0137927,CUST_01861,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-08-10
INT_0137928,CUST_01861,PROD_0257,Running Shoes,Sports & Outdoors,view,2026-08-11
INT_0137929,CUST_01861,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2026-08-11
INT_0137930,CUST_01861,PROD_0287,Highlighter Set,Books & Stationery,view,2026-08-11
INT_0137931,CUST_01861,PROD_0174,Bedsheet Set (Queen),Home & Kitchen,view,2026-08-12
INT_0137932,CUST_01861,PROD_0067,iPhone 13,Phones & Tablets,view,2026-08-12
INT_0137933,CUST_01861,PROD_0073,Redmi Note 12,Phones & Tablets,view,2026-08-12
INT_0137934,CUST_01861,PROD_0015,Unisex Sneakers,Fashion & Apparel,view,2026-08-13
INT_0137935,CUST_01861,PROD_0278,Kids' Bicycle,Baby & Kids,view,2026-08-13
INT_0137936,CUST_01861,PROD_0237,Multivitamin Tablets,Health & Wellness,view,2026-08-13
INT_0137937,CUST_01861,PROD_0281,Educational Toy Set,Baby & Kids,cart_add,2026-08-14
INT_0137938,CUST_01861,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-08-15
INT_0137939,CUST_01861,PROD_0121,Blender (4L),Electronics,view,2026-08-15
INT_0137940,CUST_01861,PROD_0289,Kids' Storybook,Books & Stationery,view,2026-08-15
INT_0137941,CUST_01861,PROD_0240,Digital Thermometer,Health & Wellness,view,2026-08-15
INT_0137942,CUST_01861,PROD_0172,Curtain Set,Home & Kitchen,view,2026-08-16
INT_0137943,CUST_01861,PROD_0168,Rice Cooker,Home & Kitchen,view,2026-08-17
INT_0137944,CUST_01861,PROD_0045,Women's Maxi Dress,Fashion & Apparel,view,2026-08-17
INT_0137945,CUST_01861,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2026-08-17
INT_0137946,CUST_01861,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2026-08-18
INT_0137947,CUST_01861,PROD_0287,Highlighter Set,Books & Stationery,view,2026-08-18
INT_0137948,CUST_01861,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-08-18
INT_0137949,CUST_01861,PROD_0230,Black Soap Bar,Beauty & Personal Care,view,2026-08-19
INT_0137950,CUST_01861,PROD_0177,Rice Cooker,Home & Kitchen,view,2026-08-19
INT_0137951,CUST_01861,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2026-08-19
INT_0137952,CUST_01861,PROD_0257,Running Shoes,Sports & Outdoors,view,2026-08-19
INT_0137953,CUST_01861,PROD_0272,Baby Carrier,Baby & Kids,view,2026-08-20
INT_0137954,CUST_01861,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2026-08-21
INT_0137955,CUST_01861,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,cart_add,2026-08-21
INT_0137956,CUST_01861,PROD_0235,Bathroom Weighing Scale,Health & Wellness,view,2026-08-22
INT_0137957,CUST_01861,PROD_0235,Bathroom Weighing Scale,Health & Wellness,view,2026-08-22
INT_0137958,CUST_01861,PROD_0181,Storage Containers Set,Home & Kitchen,wishlist,2026-08-23
INT_0137959,CUST_01861,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2026-08-24
INT_0137960,CUST_01861,PROD_0067,iPhone 13,Phones & Tablets,view,2026-08-25
INT_0137961,CUST_01861,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2026-08-26
INT_0137962,CUST_01861,PROD_0261,Camping Tent,Sports & Outdoors,view,2026-08-26
INT_0137963,CUST_01861,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-08-26
INT_0137964,CUST_01861,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2026-08-26
INT_0137965,CUST_01861,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-08-26
INT_0137966,CUST_01861,PROD_0207,Skin Toner,Beauty & Personal Care,view,2026-08-27
INT_0137967,CUST_01861,PROD_0008,Kente Print Shirt,Fashion & Apparel,wishlist,2026-08-27
INT_0137968,CUST_01861,PROD_0203,Braided Hair Extension,Beauty & Personal Care,wishlist,2026-08-27
INT_0137969,CUST_01861,PROD_0115,Phone Charger (Type-C),Phones & Tablets,view,2026-08-27
INT_0137970,CUST_01861,PROD_0204,Beard Grooming Kit,Beauty & Personal Care,view,2026-08-27
INT_0137971,CUST_01861,PROD_0139,Digital Camera,Electronics,view,2026-08-28
INT_0137972,CUST_01861,PROD_0099,Huawei MatePad,Phones & Tablets,view,2026-08-28
INT_0137973,CUST_01861,PROD_0126,Gaming Console,Electronics,view,2026-08-29
INT_0137974,CUST_01861,PROD_0062,Kente Print Shirt,Fashion & Apparel,view,2026-08-29
INT_0137975,CUST_01861,PROD_0067,iPhone 13,Phones & Tablets,wishlist,2026-08-29
INT_0137976,CUST_01861,PROD_0274,Baby Carrier,Baby & Kids,view,2026-08-29
INT_0137977,CUST_01861,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2026-08-30
INT_0137978,CUST_01861,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-08-31
INT_0137979,CUST_01861,PROD_0011,Unisex Sneakers,Fashion & Apparel,view,2026-08-31
INT_0137980,CUST_01861,PROD_0152,Laptop (Core i5),Electronics,view,2026-08-31
INT_0137981,CUST_01861,PROD_0136,Laptop (Core i5),Electronics,view,2026-09-01
INT_0137982,CUST_01861,PROD_0093,Samsung Galaxy A14,Phones & Tablets,view,2026-09-01
INT_0137983,CUST_01861,PROD_0159,Bluetooth Speaker,Electronics,cart_add,2026-09-01
INT_0137984,CUST_01861,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-09-02
INT_0137985,CUST_01861,PROD_0254,Basketball,Sports & Outdoors,cart_add,2026-09-02
INT_0137986,CUST_01861,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2026-09-03
INT_0137987,CUST_01862,PROD_0241,Digital Thermometer,Health & Wellness,view,2025-10-21
INT_0137988,CUST_01862,PROD_0240,Digital Thermometer,Health & Wellness,view,2025-11-11
INT_0137989,CUST_01862,PROD_0014,Men's Slim Fit Jeans,Fashion & Apparel,cart_add,2026-03-08
INT_0137990,CUST_01862,PROD_0264,Camping Tent,Sports & Outdoors,view,2026-04-07
INT_0137991,CUST_01862,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2026-04-25
INT_0137992,CUST_01862,PROD_0212,Perfume (100ml),Beauty & Personal Care,view,2026-04-29
INT_0137993,CUST_01862,PROD_0187,Bedsheet Set (Queen),Home & Kitchen,wishlist,2026-07-03
INT_0137994,CUST_01862,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,cart_add,2026-08-01
INT_0137995,CUST_01862,PROD_0175,Kitchen Knife Set,Home & Kitchen,cart_add,2026-08-04
INT_0137996,CUST_01862,PROD_0208,Perfume (100ml),Beauty & Personal Care,cart_add,2026-08-18
INT_0137997,CUST_01862,PROD_0136,Laptop (Core i5),Electronics,cart_add,2026-09-01
INT_0137998,CUST_01863,PROD_0032,Men's Formal Suit,Fashion & Apparel,view,2026-07-01
INT_0137999,CUST_01863,PROD_0246,Face Mask Pack (50pcs),Health & Wellness,cart_add,2026-07-04
INT_0138000,CUST_01863,PROD_0256,Camping Tent,Sports & Outdoors,view,2026-07-07
INT_0138001,CUST_01863,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,wishlist,2026-07-10
INT_0138002,CUST_01863,PROD_0275,Kids' Bicycle,Baby & Kids,view,2026-07-11
INT_0138003,CUST_01863,PROD_0067,iPhone 13,Phones & Tablets,view,2026-07-15
INT_0138004,CUST_01863,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,cart_add,2026-07-24
INT_0138005,CUST_01863,PROD_0121,Blender (4L),Electronics,view,2026-08-01
INT_0138006,CUST_01863,PROD_0209,Makeup Kit,Beauty & Personal Care,cart_add,2026-08-05
INT_0138007,CUST_01863,PROD_0216,Skin Toner,Beauty & Personal Care,view,2026-08-14
INT_0138008,CUST_01863,PROD_0052,Ladies Kaftan Gown,Fashion & Apparel,wishlist,2026-08-15
INT_0138009,CUST_01863,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,cart_add,2026-08-17
INT_0138010,CUST_01863,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-08-18
INT_0138011,CUST_01863,PROD_0195,Kitchen Knife Set,Home & Kitchen,view,2026-08-23
INT_0138012,CUST_01863,PROD_0267,Cycling Helmet,Sports & Outdoors,wishlist,2026-08-30
INT_0138013,CUST_01863,PROD_0136,Laptop (Core i5),Electronics,cart_add,2026-08-31
INT_0138014,CUST_01863,PROD_0103,Power Bank 20000mAh,Phones & Tablets,view,2026-09-01
INT_0138015,CUST_01863,PROD_0218,Skin Toner,Beauty & Personal Care,cart_add,2026-09-02
INT_0138016,CUST_01863,PROD_0193,Cutlery Set,Home & Kitchen,view,2026-09-02
INT_0138017,CUST_01864,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2025-11-24
INT_0138018,CUST_01864,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2025-12-21
INT_0138019,CUST_01864,PROD_0067,iPhone 13,Phones & Tablets,cart_add,2026-01-30
INT_0138020,CUST_01864,PROD_0013,Ankara Print Dress,Fashion & Apparel,view,2026-02-13
INT_0138021,CUST_01864,PROD_0121,Blender (4L),Electronics,wishlist,2026-02-22
INT_0138022,CUST_01864,PROD_0271,Kids' Bicycle,Baby & Kids,view,2026-02-22
INT_0138023,CUST_01864,PROD_0069,Phone Charger (Type-C),Phones & Tablets,wishlist,2026-03-01
INT_0138024,CUST_01864,PROD_0121,Blender (4L),Electronics,cart_add,2026-03-09
INT_0138025,CUST_01864,PROD_0136,Laptop (Core i5),Electronics,view,2026-03-16
INT_0138026,CUST_01864,PROD_0227,Shea Butter Body Lotion,Beauty & Personal Care,view,2026-05-08
INT_0138027,CUST_01864,PROD_0140,Electric Iron,Electronics,view,2026-05-15
INT_0138028,CUST_01864,PROD_0295,Canned Tuna,Groceries & Food,cart_add,2026-06-04
INT_0138029,CUST_01864,PROD_0263,Dumbbell Set,Sports & Outdoors,view,2026-06-18
INT_0138030,CUST_01864,PROD_0277,Feeding Bottle Set,Baby & Kids,cart_add,2026-06-23
INT_0138031,CUST_01864,PROD_0130,Rechargeable Fan,Electronics,view,2026-07-01
INT_0138032,CUST_01864,PROD_0092,Huawei MatePad,Phones & Tablets,view,2026-07-02
INT_0138033,CUST_01864,PROD_0189,Non-stick Cooking Pot Set,Home & Kitchen,cart_add,2026-07-03
INT_0138034,CUST_01864,PROD_0171,Sofa Set,Home & Kitchen,wishlist,2026-07-03
INT_0138035,CUST_01864,PROD_0011,Unisex Sneakers,Fashion & Apparel,view,2026-07-20
INT_0138036,CUST_01864,PROD_0168,Rice Cooker,Home & Kitchen,view,2026-07-20
INT_0138037,CUST_01864,PROD_0271,Kids' Bicycle,Baby & Kids,view,2026-07-28
INT_0138038,CUST_01864,PROD_0006,Men's Casual Blazer,Fashion & Apparel,wishlist,2026-08-02
INT_0138039,CUST_01864,PROD_0124,LED Bulb Pack,Electronics,view,2026-08-05
INT_0138040,CUST_01864,PROD_0221,Nail Polish Set,Beauty & Personal Care,cart_add,2026-08-23
INT_0138041,CUST_01864,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-08-31
INT_0138042,CUST_01865,PROD_0256,Camping Tent,Sports & Outdoors,view,2023-08-29
INT_0138043,CUST_01865,PROD_0088,Universal Phone Case,Phones & Tablets,cart_add,2023-11-23
INT_0138044,CUST_01865,PROD_0019,Men's Casual Blazer,Fashion & Apparel,view,2023-12-08
INT_0138045,CUST_01865,PROD_0254,Basketball,Sports & Outdoors,view,2023-12-19
INT_0138046,CUST_01865,PROD_0104,Tecno Spark 10,Phones & Tablets,view,2024-01-11
INT_0138047,CUST_01865,PROD_0201,Storage Containers Set,Home & Kitchen,view,2024-03-16
INT_0138048,CUST_01865,PROD_0206,Braided Hair Extension,Beauty & Personal Care,view,2024-04-09
INT_0138049,CUST_01865,PROD_0286,Hardcover Notebook,Books & Stationery,view,2024-04-27
INT_0138050,CUST_01865,PROD_0169,Bedsheet Set (Queen),Home & Kitchen,view,2024-05-07
INT_0138051,CUST_01865,PROD_0171,Sofa Set,Home & Kitchen,view,2024-06-03
INT_0138052,CUST_01865,PROD_0016,Women's Maxi Dress,Fashion & Apparel,cart_add,2024-09-04
INT_0138053,CUST_01865,PROD_0021,Leather Sandals,Fashion & Apparel,cart_add,2024-09-05
INT_0138054,CUST_01865,PROD_0297,Rice (5kg Bag),Groceries & Food,wishlist,2024-09-15
INT_0138055,CUST_01865,PROD_0074,Phone Screen Protector,Phones & Tablets,view,2024-09-29
INT_0138056,CUST_01865,PROD_0233,Multivitamin Tablets,Health & Wellness,cart_add,2024-10-01
INT_0138057,CUST_01865,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,cart_add,2024-10-06
INT_0138058,CUST_01865,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2024-10-19
INT_0138059,CUST_01865,PROD_0093,Samsung Galaxy A14,Phones & Tablets,view,2024-10-20
INT_0138060,CUST_01865,PROD_0254,Basketball,Sports & Outdoors,view,2024-10-29
INT_0138061,CUST_01865,PROD_0168,Rice Cooker,Home & Kitchen,wishlist,2024-11-18
INT_0138062,CUST_01865,PROD_0286,Hardcover Notebook,Books & Stationery,cart_add,2024-12-05
INT_0138063,CUST_01865,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2024-12-12
INT_0138064,CUST_01865,PROD_0075,Redmi Note 12,Phones & Tablets,view,2024-12-16
INT_0138065,CUST_01865,PROD_0168,Rice Cooker,Home & Kitchen,view,2024-12-29
INT_0138066,CUST_01865,PROD_0056,Leather Sandals,Fashion & Apparel,view,2025-01-07
INT_0138067,CUST_01865,PROD_0133,Bluetooth Speaker,Electronics,wishlist,2025-01-22
INT_0138068,CUST_01865,PROD_0175,Kitchen Knife Set,Home & Kitchen,view,2025-03-02
INT_0138069,CUST_01865,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-03-16
INT_0138070,CUST_01865,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2025-03-24
INT_0138071,CUST_01865,PROD_0254,Basketball,Sports & Outdoors,view,2025-03-25
INT_0138072,CUST_01865,PROD_0028,Men's Casual Blazer,Fashion & Apparel,wishlist,2025-04-08
INT_0138073,CUST_01865,PROD_0175,Kitchen Knife Set,Home & Kitchen,view,2025-04-12
INT_0138074,CUST_01865,PROD_0071,Bluetooth Headset,Phones & Tablets,view,2025-04-29
INT_0138075,CUST_01865,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2025-05-28
INT_0138076,CUST_01865,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-06-15
INT_0138077,CUST_01865,PROD_0135,LED Bulb Pack,Electronics,view,2025-07-06
INT_0138078,CUST_01865,PROD_0076,Phone Charger (Type-C),Phones & Tablets,wishlist,2025-08-13
INT_0138079,CUST_01865,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2025-08-27
INT_0138080,CUST_01865,PROD_0019,Men's Casual Blazer,Fashion & Apparel,view,2025-08-28
INT_0138081,CUST_01865,PROD_0188,Water Dispenser,Home & Kitchen,view,2025-09-08
INT_0138082,CUST_01865,PROD_0026,Men's Casual Blazer,Fashion & Apparel,view,2025-09-09
INT_0138083,CUST_01865,PROD_0106,Samsung Galaxy Tab A8,Phones & Tablets,view,2025-09-19
INT_0138084,CUST_01865,PROD_0136,Laptop (Core i5),Electronics,cart_add,2025-10-09
INT_0138085,CUST_01865,PROD_0137,43-inch LED TV,Electronics,view,2025-10-15
INT_0138086,CUST_01865,PROD_0019,Men's Casual Blazer,Fashion & Apparel,view,2025-11-16
INT_0138087,CUST_01865,PROD_0015,Unisex Sneakers,Fashion & Apparel,cart_add,2025-11-19
INT_0138088,CUST_01865,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2025-11-29
INT_0138089,CUST_01865,PROD_0104,Tecno Spark 10,Phones & Tablets,view,2026-01-02
INT_0138090,CUST_01865,PROD_0077,Bluetooth Headset,Phones & Tablets,view,2026-02-04
INT_0138091,CUST_01865,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2026-02-18
INT_0138092,CUST_01865,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-02-23
INT_0138093,CUST_01865,PROD_0206,Braided Hair Extension,Beauty & Personal Care,view,2026-03-21
INT_0138094,CUST_01865,PROD_0276,Baby Bath Tub,Baby & Kids,cart_add,2026-04-02
INT_0138095,CUST_01865,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-04-03
INT_0138096,CUST_01865,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-04-06
INT_0138097,CUST_01865,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-04-19
INT_0138098,CUST_01865,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2026-05-06
INT_0138099,CUST_01865,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,cart_add,2026-05-15
INT_0138100,CUST_01865,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2026-06-11
INT_0138101,CUST_01865,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,view,2026-06-30
INT_0138102,CUST_01865,PROD_0133,Bluetooth Speaker,Electronics,view,2026-07-01
INT_0138103,CUST_01865,PROD_0277,Feeding Bottle Set,Baby & Kids,view,2026-08-03
INT_0138104,CUST_01865,PROD_0248,Reading Glasses,Health & Wellness,view,2026-08-04
INT_0138105,CUST_01865,PROD_0049,Ladies Handbag,Fashion & Apparel,cart_add,2026-08-06
INT_0138106,CUST_01865,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,cart_add,2026-08-22
INT_0138107,CUST_01866,PROD_0112,Itel Vision 3,Phones & Tablets,cart_add,2023-09-13
INT_0138108,CUST_01866,PROD_0220,Beard Grooming Kit,Beauty & Personal Care,wishlist,2023-10-06
INT_0138109,CUST_01866,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2023-10-08
INT_0138110,CUST_01866,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2023-10-11
INT_0138111,CUST_01866,PROD_0144,Bluetooth Speaker,Electronics,view,2023-10-27
INT_0138112,CUST_01866,PROD_0068,Redmi Note 12,Phones & Tablets,cart_add,2023-11-11
INT_0138113,CUST_01866,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,wishlist,2023-12-04
INT_0138114,CUST_01866,PROD_0122,Electric Iron,Electronics,view,2023-12-09
INT_0138115,CUST_01866,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2023-12-18
INT_0138116,CUST_01866,PROD_0067,iPhone 13,Phones & Tablets,view,2023-12-25
INT_0138117,CUST_01866,PROD_0121,Blender (4L),Electronics,view,2023-12-29
INT_0138118,CUST_01866,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2024-01-02
INT_0138119,CUST_01866,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2024-01-18
INT_0138120,CUST_01866,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2024-01-19
INT_0138121,CUST_01866,PROD_0299,Garri (2kg),Groceries & Food,view,2024-01-24
INT_0138122,CUST_01866,PROD_0130,Rechargeable Fan,Electronics,wishlist,2024-02-01
INT_0138123,CUST_01866,PROD_0029,Women's Maxi Dress,Fashion & Apparel,cart_add,2024-02-16
INT_0138124,CUST_01866,PROD_0095,Phone Charger (Type-C),Phones & Tablets,view,2024-02-27
INT_0138125,CUST_01866,PROD_0124,LED Bulb Pack,Electronics,view,2024-02-28
INT_0138126,CUST_01866,PROD_0092,Huawei MatePad,Phones & Tablets,view,2024-02-28
INT_0138127,CUST_01866,PROD_0112,Itel Vision 3,Phones & Tablets,view,2024-03-09
INT_0138128,CUST_01866,PROD_0028,Men's Casual Blazer,Fashion & Apparel,view,2024-03-16
INT_0138129,CUST_01866,PROD_0091,iPhone 13,Phones & Tablets,view,2024-03-17
INT_0138130,CUST_01866,PROD_0232,Bathroom Weighing Scale,Health & Wellness,cart_add,2024-03-17
INT_0138131,CUST_01866,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,cart_add,2024-03-19
INT_0138132,CUST_01866,PROD_0100,Wireless Earbuds,Phones & Tablets,view,2024-03-23
